pm10,pm25,so2,co,o3,no2,target
20,48,40,7,20,10,0
22,47,38,5,14,7,0
20,49,39,7,16,5,0
21,50,39,7,18,6,0
21,49,40,7,17,8,0
20,49,39,7,16,5,0
19,47,39,8,17,6,0
21,49,40,7,16,5,0
21,50,39,7,16,5,0
19,48,39,7,17,4,0
20,49,39,7,16,5,0
21,49,40,7,17,8,0
22,46,37,4,14,7,0
21,49,40,7,17,10,0
21,48,39,6,15,5,0
21,50,39,7,17,5,0
20,49,39,7,16,4,0
21,49,40,7,17,9,0
18,45,39,9,19,7,0
21,50,39,7,16,5,0
21,49,40,7,18,11,0
20,49,39,10,22,9,0
21,49,40,8,20,11,0
18,48,39,7,26,7,0
21,49,40,7,18,11,0
21,49,40,7,19,11,0
21,49,40,7,18,11,0
21,50,39,8,20,8,0
21,49,40,7,18,11,0
20,49,39,10,22,9,0
18,48,39,7,27,6,0
19,48,39,8,25,7,0
21,49,40,7,18,11,0
21,50,39,8,19,7,0
21,50,39,8,18,6,0
19,45,39,11,21,9,0
21,49,40,7,19,11,0
20,49,39,9,23,9,0
21,50,39,9,22,9,0
21,49,39,9,21,10,0
21,50,39,9,21,9,0
21,50,39,7,16,5,0
20,49,39,9,24,9,0
17,44,39,10,21,9,0
20,46,39,10,21,9,0
20,48,39,10,22,9,0
18,48,39,7,26,6,0
21,50,39,8,18,6,0
21,49,39,8,20,10,0
25,46,34,6,11,9,0
21,50,38,6,14,7,0
24,50,37,6,11,12,0
27,44,33,6,12,6,0
29,50,42,6,14,10,0
23,46,36,4,12,10,0
24,50,37,6,10,12,0
27,50,40,6,13,10,0
22,49,36,6,10,12,0
22,49,36,6,10,12,0
22,49,37,6,12,12,0
26,50,39,6,12,11,0
21,50,39,6,15,6,0
28,50,41,6,13,10,0
21,50,38,6,14,7,0
22,50,37,6,12,9,0
22,49,37,6,12,12,0
24,47,34,6,11,10,0
23,45,36,4,13,9,0
24,48,21,7,21,17,0
24,47,21,8,15,17,0
26,49,18,5,18,17,0
22,48,20,6,22,15,0
24,43,20,7,19,20,0
24,45,20,7,20,19,0
24,47,21,8,15,17,0
21,47,20,6,22,12,0
24,48,21,7,18,17,0
25,49,20,8,23,17,0
24,47,21,8,17,17,0
24,47,21,8,14,17,0
24,47,20,7,21,18,0
24,44,20,7,19,20,0
24,44,20,7,19,20,0
27,49,20,10,24,15,0
24,48,20,7,21,18,0
21,47,20,6,22,13,0
27,49,17,4,16,17,0
34,49,23,14,10,21,0
34,49,23,14,10,21,0
33,40,22,12,13,22,0
34,49,22,14,11,22,0
30,46,21,14,15,23,0
33,48,22,14,12,22,0
34,49,23,14,10,20,0
33,41,22,12,13,22,0
33,48,22,14,12,22,0
33,48,24,13,12,19,0
35,48,21,14,12,23,0
34,48,21,13,14,23,0
35,49,23,14,10,21,0
34,49,24,13,11,20,0
33,40,22,12,13,22,0
35,47,22,14,11,22,0
34,48,21,13,14,23,0
34,48,22,14,11,22,0
34,47,20,13,15,24,0
35,49,22,14,10,22,0
30,46,21,14,15,23,0
34,45,22,13,11,22,0
34,49,23,14,10,21,0
35,49,23,14,10,21,0
35,49,23,14,10,21,0
34,44,22,13,12,22,0
33,48,22,14,12,22,0
31,47,24,11,12,19,0
33,48,22,14,12,22,0
37,49,25,8,42,9,0
36,48,23,7,40,9,0
35,47,23,6,40,9,0
37,50,28,8,43,10,0
36,49,26,8,43,8,0
37,49,25,8,42,8,0
34,50,35,7,45,13,0
34,50,34,7,45,12,0
35,50,32,8,44,11,0
33,50,36,7,46,14,0
33,50,36,7,46,13,0
35,50,24,9,35,11,0
31,48,24,4,33,7,0
36,50,28,8,43,10,0
37,49,25,8,41,8,0
36,50,25,9,39,10,0
37,50,25,9,42,9,0
33,48,24,6,37,7,0
35,47,22,6,39,9,0
37,49,26,8,43,8,0
37,49,25,8,42,9,0
36,48,24,7,41,9,0
35,47,22,6,39,9,0
36,50,30,8,44,10,0
35,50,24,9,36,11,0
37,49,25,8,42,9,0
37,50,25,9,41,9,0
30,48,24,4,32,7,0
27,46,26,7,46,7,0
37,49,25,8,42,8,0
30,48,24,4,32,7,0
34,50,34,7,45,12,0
28,46,26,7,46,7,0
34,49,25,6,37,8,0
33,48,24,6,37,7,0
32,48,26,8,44,8,0
30,47,26,7,45,7,0
36,49,25,8,41,8,0
37,49,26,8,43,8,0
20,47,40,7,18,11,0
18,45,39,9,20,9,0
23,49,41,6,17,11,0
21,49,39,9,21,10,0
17,44,39,9,20,9,0
22,48,40,6,17,11,0
21,49,39,9,21,10,0
21,49,40,8,20,11,0
21,49,39,9,22,10,0
23,49,41,6,17,11,0
18,45,39,9,20,9,0
28,49,42,6,15,10,0
17,44,39,9,20,9,0
27,49,42,6,15,10,0
25,49,41,6,16,11,0
22,46,38,5,15,10,0
28,49,42,6,15,10,0
21,49,40,7,16,8,0
22,48,40,6,17,11,0
29,49,42,6,15,10,0
21,49,39,9,21,10,0
21,49,40,7,16,7,0
21,49,40,7,17,10,0
21,49,40,7,16,7,0
22,47,39,5,16,10,0
27,49,42,6,16,10,0
22,49,41,6,17,11,0
21,49,39,8,21,10,0
21,49,39,9,22,10,0
30,50,42,6,15,10,0
22,49,41,6,17,11,0
27,47,40,5,14,9,0
23,50,36,6,10,12,0
32,50,37,9,19,10,0
25,49,41,6,16,11,0
24,46,38,4,14,9,0
23,45,37,4,14,9,0
26,49,42,6,16,10,0
27,50,40,6,13,10,0
24,49,41,6,17,11,0
32,50,37,9,19,10,0
23,49,41,6,17,11,0
24,46,38,4,14,9,0
26,49,42,6,16,10,0
24,50,37,6,10,12,0
28,50,42,6,15,9,0
25,49,41,6,16,11,0
29,50,42,6,14,10,0
27,50,40,6,13,10,0
27,48,40,5,14,9,0
27,50,40,6,13,11,0
25,50,38,6,11,12,0
27,50,40,6,13,11,0
26,50,39,6,12,11,0
30,50,41,6,16,10,0
31,50,40,7,17,10,0
28,48,41,5,14,9,0
29,49,42,6,15,10,0
25,50,38,6,11,11,0
24,49,41,6,17,11,0
25,49,41,6,16,11,0
26,47,40,5,14,9,0
27,50,40,6,13,11,0
23,50,36,6,10,12,0
25,50,41,6,15,7,0
26,49,42,6,16,10,0
29,49,42,6,15,10,0
31,50,40,7,17,10,0
22,47,18,7,23,9,0
21,46,20,4,19,12,0
21,45,20,4,18,13,0
21,45,20,4,18,13,0
23,47,21,7,17,15,0
24,47,21,8,15,15,0
21,45,20,3,17,13,0
24,48,17,8,24,6,0
23,48,20,6,22,17,0
21,47,19,6,22,11,0
22,47,19,5,20,12,0
21,47,20,6,21,12,0
22,48,20,6,22,15,0
23,48,20,6,22,17,0
22,47,19,5,20,13,0
27,49,17,4,16,16,0
21,46,20,5,21,12,0
24,47,21,8,14,16,0
22,47,20,7,19,13,0
21,47,19,6,22,11,0
21,46,20,4,19,12,0
21,46,20,5,20,12,0
21,46,20,5,20,12,0
21,46,20,5,20,12,0
24,47,21,8,15,16,0
23,47,21,7,17,14,0
21,46,20,5,20,12,0
24,48,17,7,24,7,0
23,48,20,6,22,16,0
32,50,24,7,29,15,0
31,49,24,5,30,12,0
31,50,24,6,29,15,0
31,50,24,7,28,15,0
32,50,24,8,29,13,0
31,48,24,7,29,14,0
30,45,24,7,29,12,0
30,48,24,4,31,9,0
31,50,24,6,29,15,0
32,50,24,8,29,14,0
31,50,23,6,29,15,0
32,50,24,8,29,13,0
31,49,24,5,30,11,0
30,48,24,4,31,8,0
30,45,24,7,29,12,0
31,50,24,6,29,15,0
30,44,24,7,29,11,0
30,50,20,5,30,15,0
30,45,24,7,29,11,0
29,50,20,11,26,15,0
29,50,20,11,26,15,0
31,50,23,8,28,15,0
31,50,23,8,28,15,0
32,50,24,8,29,14,0
30,50,22,9,27,15,0
30,48,24,4,31,8,0
30,48,24,4,31,7,0
32,50,24,7,29,14,0
31,50,23,8,28,15,0
33,49,41,6,47,15,0
35,47,46,7,47,15,0
32,49,41,7,41,14,0
34,48,45,7,47,15,0
33,49,43,7,42,14,0
35,47,48,7,47,15,0
34,48,43,6,47,15,0
34,48,45,7,47,15,0
33,48,44,7,42,14,0
35,47,48,7,45,14,0
33,49,41,7,47,15,0
34,46,40,4,48,10,0
35,47,47,7,47,15,0
35,47,49,7,46,14,0
35,47,49,7,46,14,0
32,45,45,10,45,13,0
33,48,43,7,42,14,0
32,45,46,10,45,13,0
35,46,47,7,47,13,0
34,48,45,7,47,15,0
34,48,43,7,47,15,0
33,46,46,9,46,13,0
33,49,39,7,47,15,0
35,47,48,7,46,14,0
33,49,42,6,47,15,0
33,46,47,9,46,13,0
34,48,45,7,47,15,0
31,45,44,10,45,12,0
31,45,45,10,45,12,0
31,47,31,8,11,6,0
31,48,31,9,15,8,0
31,49,31,9,16,8,0
31,46,33,10,13,6,0
32,49,33,10,18,10,0
31,49,31,9,16,8,0
31,49,31,9,16,8,0
31,48,31,9,15,8,0
28,44,32,7,13,6,0
32,49,31,10,16,9,0
30,46,31,7,11,6,0
30,47,31,8,12,6,0
29,45,31,7,11,6,0
30,46,31,7,11,5,0
29,45,32,7,12,6,0
31,47,31,8,11,6,0
31,48,31,9,15,8,0
31,47,31,8,12,6,0
31,48,31,9,13,7,0
29,49,31,8,17,6,0
28,46,32,7,14,6,0
30,47,32,9,15,6,0
29,48,31,9,16,6,0
29,49,31,8,15,6,0
30,47,31,8,13,6,0
31,49,31,9,16,8,0
28,46,32,7,14,6,0
31,50,33,9,19,9,0
30,47,33,9,14,6,0
30,49,31,9,17,7,0
29,49,31,9,17,7,0
30,47,32,9,15,6,0
32,50,35,9,20,10,0
29,49,31,9,17,7,0
31,49,31,9,16,8,0
28,48,31,8,16,6,0
31,50,33,9,19,9,0
29,49,31,9,17,7,0
30,50,33,9,19,8,0
26,44,7,7,41,12,0
28,45,4,7,40,12,0
30,48,6,7,41,14,0
34,46,18,6,39,10,0
25,44,7,7,41,12,0
30,45,7,6,41,9,0
29,44,6,7,41,12,0
31,45,5,7,41,12,0
26,46,15,6,39,3,0
21,45,4,7,37,12,0
28,44,6,7,41,12,0
29,49,6,7,41,15,0
33,46,13,6,40,10,0
28,46,11,6,40,6,0
31,44,5,7,41,12,0
26,44,7,7,41,12,0
30,45,4,7,41,12,0
22,45,4,7,37,12,0
34,46,18,6,39,10,0
29,50,16,5,33,15,0
29,49,6,7,41,15,0
29,48,6,7,41,14,0
29,50,10,7,38,15,0
29,50,11,6,37,15,0
28,49,7,7,40,14,0
21,45,4,7,37,12,0
30,47,5,7,41,13,0
26,48,6,7,39,14,0
25,48,5,7,39,14,0
29,50,12,6,36,15,0
27,48,12,6,39,8,0
26,46,7,7,41,13,0
26,47,15,6,39,4,0
27,48,11,7,40,9,0
21,45,4,7,37,12,0
26,47,14,6,39,4,0
29,48,6,7,41,15,0
21,45,4,7,37,12,0
24,44,7,7,40,12,0
30,44,5,7,41,12,0
26,46,7,7,41,13,0
31,44,5,7,41,12,0
28,49,7,7,41,15,0
25,42,20,8,36,12,0
25,46,14,6,39,4,0
25,43,12,7,39,12,0
25,44,7,7,41,12,0
25,45,11,6,40,8,0
25,45,7,7,41,12,0
25,46,13,6,39,5,0
23,44,6,7,39,12,0
25,46,15,6,39,3,0
22,44,5,7,38,12,0
25,46,14,6,39,4,0
24,44,7,7,40,12,0
31,44,5,7,41,12,0
25,42,22,8,35,12,0
26,45,4,7,39,12,0
24,46,11,6,38,6,0
24,48,13,8,28,6,0
22,45,4,7,37,12,0
26,45,4,7,39,12,0
22,44,5,7,38,12,0
22,45,4,7,37,12,0
23,46,5,7,38,13,0
21,45,4,7,36,11,0
21,45,4,7,37,12,0
21,45,5,6,37,10,0
28,49,6,7,40,15,0
23,47,10,8,30,8,0
28,49,6,7,40,15,0
23,45,9,6,37,8,0
22,44,5,7,38,12,0
23,47,10,8,31,8,0
22,44,5,7,38,12,0
21,44,4,7,37,12,0
35,36,41,10,33,10,0
43,34,43,9,35,11,0
37,42,43,7,35,11,0
35,36,41,10,33,10,0
43,32,42,9,33,10,0
44,31,42,10,35,11,0
31,38,39,10,40,14,0
41,35,41,9,40,10,0
45,31,42,9,34,10,0
33,48,43,6,35,11,0
45,31,42,10,34,10,0
39,37,40,9,44,9,0
28,40,38,10,41,14,0
42,35,43,9,35,11,0
44,33,43,9,35,11,0
44,31,42,10,34,10,0
40,34,41,10,37,12,0
44,32,42,9,34,10,0
37,43,43,7,35,11,0
45,31,42,10,34,10,0
37,36,42,6,30,8,0
28,40,38,10,41,14,0
35,45,43,6,35,11,0
35,37,42,6,30,7,0
40,34,42,8,32,9,0
35,37,42,6,30,7,0
39,40,43,7,35,11,0
40,38,43,8,35,11,0
44,32,42,9,36,10,0
22,45,19,3,16,14,0
29,47,17,6,16,17,0
27,48,17,4,15,17,0
26,48,18,5,15,17,0
29,47,17,6,16,17,0
25,47,21,8,14,17,0
25,49,19,6,20,17,0
25,45,20,4,15,20,0
28,49,17,4,16,17,0
29,47,17,6,16,17,0
32,49,33,10,18,10,0
32,49,35,10,20,10,0
32,49,34,10,19,10,0
29,50,32,9,18,7,0
32,49,35,10,19,10,0
30,46,34,8,22,9,0
31,48,35,9,21,10,0
32,49,35,9,21,10,0
31,48,35,9,21,10,0
29,50,31,9,18,7,0
30,50,41,6,16,10,0
31,46,34,10,13,6,0
32,49,33,10,18,10,0
32,50,36,9,20,10,0
30,46,34,8,22,9,0
31,50,39,8,18,10,0
31,46,34,10,14,6,0
32,49,35,10,20,10,0
32,49,33,10,18,10,0
32,49,35,10,19,10,0
32,48,35,10,18,9,0
29,44,33,8,23,9,0
32,49,33,10,18,10,0
31,50,38,8,18,10,0
31,50,34,9,19,9,0
31,50,33,9,19,9,0
31,46,34,10,14,7,0
28,43,33,8,23,9,0
29,50,31,9,18,7,0
32,49,42,6,36,11,0
31,48,40,8,41,13,0
32,50,39,6,44,15,0
31,47,41,9,42,13,0
32,50,39,6,41,14,0
30,45,42,11,44,12,0
31,49,40,7,40,13,0
30,45,42,11,44,12,0
32,50,39,6,43,14,0
32,50,39,6,44,15,0
22,43,17,2,17,10,0
22,38,14,2,14,9,0
22,36,13,2,16,6,0
22,37,13,2,16,6,0
22,41,13,2,18,5,0
21,44,17,4,20,8,0
21,42,14,2,19,6,0
22,39,14,2,15,8,0
22,37,13,2,16,6,0
22,36,13,2,16,6,0
29,49,20,5,30,14,0
30,49,20,4,31,14,0
29,50,20,10,27,15,0
30,50,20,5,30,14,0
30,50,20,5,30,14,0
29,50,20,5,30,15,0
30,48,23,4,31,7,0
32,50,22,7,30,13,0
29,47,21,5,30,12,0
30,50,21,6,30,14,0
30,50,21,5,30,15,0
31,50,23,6,29,15,0
30,48,22,4,31,9,0
29,50,20,6,30,15,0
30,49,20,4,31,13,0
30,49,20,4,31,14,0
30,48,22,4,31,9,0
30,48,23,4,31,8,0
29,47,21,5,30,13,0
29,49,20,5,30,14,0
30,50,20,5,30,14,0
31,50,24,6,29,15,0
30,49,21,4,31,12,0
32,50,23,8,30,13,0
31,50,23,6,29,15,0
29,50,20,7,29,15,0
29,48,20,5,30,13,0
30,50,20,5,30,15,0
29,50,20,9,27,15,0
73,108,14,42,45,19,2
72,108,14,42,44,19,2
72,108,14,42,44,19,2
70,106,18,35,39,17,2
69,104,21,29,35,16,2
74,109,14,42,101,18,2
73,108,14,42,103,19,2
77,114,41,15,75,22,2
77,113,37,19,79,22,2
81,111,18,34,65,11,2
87,123,18,42,68,13,2
84,114,42,21,87,26,2
74,108,18,39,101,20,2
74,110,25,31,92,20,2
84,121,17,42,75,14,2
66,94,22,22,117,16,2
69,101,14,37,113,17,2
61,85,14,25,134,14,2
65,92,14,31,124,15,2
49,76,16,19,143,17,2
47,75,17,19,144,17,2
71,102,30,19,99,19,2
81,107,41,16,97,24,2
62,86,14,26,133,14,2
59,84,14,24,135,14,2
71,105,14,40,107,18,2
81,107,41,16,97,24,2
65,89,18,24,128,15,2
72,98,45,16,75,19,2
68,93,23,22,121,17,2
69,99,27,20,105,18,2
84,114,19,34,58,10,2
77,118,32,18,52,17,2
81,116,24,20,43,14,2
81,111,18,35,54,12,2
88,124,19,40,63,12,2
68,102,26,17,28,17,2
69,105,26,20,28,15,2
67,103,25,21,30,15,2
66,102,25,19,31,15,2
67,102,25,21,30,14,2
63,102,24,16,32,17,2
68,102,26,12,27,20,2
69,106,24,17,26,17,2
68,104,25,20,28,15,2
68,103,26,21,29,14,2
68,102,26,19,29,15,2
65,102,24,18,32,16,2
62,102,23,15,33,18,2
67,103,25,21,30,16,2
65,106,25,18,30,21,2
61,102,23,14,34,19,2
65,102,30,14,22,35,2
61,106,25,17,22,35,2
63,104,34,13,25,36,2
64,107,31,13,27,36,2
63,104,34,13,25,36,2
62,104,27,16,23,37,2
64,102,30,14,23,37,2
63,103,32,14,25,37,2
65,102,30,14,23,37,2
66,102,30,13,22,34,2
64,101,29,15,24,40,2
63,105,37,13,25,33,2
63,104,35,13,25,34,2
65,102,30,14,22,35,2
63,102,29,15,24,39,2
64,101,24,18,19,40,2
82,110,55,12,50,26,2
80,110,55,17,53,31,2
78,108,55,18,53,37,2
78,106,55,17,53,35,2
78,107,55,19,53,39,2
78,107,55,18,52,37,2
80,107,63,18,45,36,2
78,105,56,15,54,31,2
78,109,59,14,54,32,2
80,107,64,18,44,35,2
62,107,29,10,40,18,2
63,106,29,10,41,18,2
65,107,31,11,41,15,2
70,106,31,11,39,18,2
64,106,30,11,44,17,2
65,114,34,11,36,19,2
66,110,31,10,37,13,2
65,106,31,11,43,16,2
62,107,29,10,41,18,2
70,106,31,11,39,18,2
65,103,42,16,29,12,2
60,102,40,22,33,13,2
62,106,40,11,33,16,2
62,104,40,15,33,13,2
62,103,41,17,30,13,2
63,102,41,21,39,21,2
62,102,41,21,38,19,2
60,102,41,22,33,14,2
60,102,40,22,33,13,2
61,102,40,20,33,12,2
61,106,40,11,34,17,2
63,107,45,10,35,19,2
60,103,44,11,39,20,2
57,101,45,13,36,18,2
59,101,46,11,37,17,2
64,102,46,8,37,17,2
58,101,46,12,37,17,2
59,103,45,12,36,18,2
57,101,45,12,36,17,2
61,104,43,14,32,18,2
64,108,45,10,35,19,2
58,102,45,13,35,18,2
60,103,44,13,34,18,2
60,104,42,11,35,17,2
65,102,46,8,37,17,2
57,101,45,12,36,17,2
60,104,45,11,36,18,2
60,104,45,11,36,18,2
63,107,45,10,35,19,2
59,103,43,12,35,17,2
57,101,45,13,36,18,2
57,102,30,18,17,29,2
59,103,30,14,20,26,2
58,103,30,17,22,25,2
56,102,30,18,15,30,2
59,103,30,17,21,26,2
57,102,30,18,18,28,2
58,104,33,16,22,25,2
61,104,26,15,24,25,2
58,104,32,16,22,25,2
58,103,26,14,22,27,2
64,104,26,16,15,35,2
64,104,26,17,15,35,2
64,101,28,15,23,40,2
64,101,28,15,23,40,2
64,101,24,18,19,40,2
64,102,25,17,17,37,2
64,105,27,16,14,33,2
64,101,24,18,19,40,2
62,101,26,21,16,43,2
61,107,24,18,21,34,2
64,101,24,19,19,40,2
64,104,26,16,15,35,2
64,101,26,17,21,40,2
63,105,24,21,23,40,2
64,101,24,18,18,40,2
64,101,24,18,19,40,2
70,101,52,16,47,19,2
78,107,54,12,46,22,2
75,101,52,12,50,18,2
75,101,53,13,50,19,2
75,101,55,15,50,21,2
78,106,54,13,47,22,2
75,101,55,15,50,21,2
78,104,56,14,54,27,2
78,107,54,12,46,22,2
78,103,56,14,53,26,2
78,104,56,14,54,27,2
75,101,55,15,50,21,2
78,106,54,13,47,22,2
73,101,54,16,49,20,2
75,101,52,12,50,18,2
75,101,54,14,50,20,2
72,103,59,12,63,22,2
71,104,61,12,63,23,2
75,101,51,14,64,20,2
73,102,55,13,64,21,2
76,108,54,12,62,20,2
76,102,52,12,64,18,2
74,101,52,15,63,20,2
75,101,51,14,61,19,2
75,101,51,14,64,19,2
71,104,61,12,63,23,2
75,101,51,13,56,18,2
74,101,51,15,64,20,2
74,101,52,15,62,20,2
75,104,52,13,63,20,2
75,101,51,14,62,19,2
75,105,53,13,63,20,2
74,101,53,15,60,20,2
72,101,57,13,58,18,2
74,101,52,15,63,20,2
74,101,55,15,56,20,2
71,102,58,11,58,18,2
65,107,20,10,33,19,2
66,102,20,10,30,19,2
65,108,21,10,33,19,2
65,108,16,11,32,20,2
65,110,24,11,33,21,2
66,109,17,11,31,21,2
65,107,20,10,33,19,2
67,102,24,10,28,20,2
66,102,21,10,29,19,2
65,103,17,9,31,17,2
63,104,16,9,34,16,2
63,103,14,9,34,16,2
67,102,25,10,27,21,2
66,109,17,11,31,21,2
67,102,26,10,27,21,2
62,106,22,9,36,18,2
65,103,43,15,27,15,2
63,103,43,16,27,17,2
66,103,44,14,27,14,2
66,102,44,14,28,16,2
64,105,43,15,30,18,2
64,103,43,15,27,17,2
63,106,43,18,27,18,2
64,104,43,15,29,18,2
63,106,43,18,27,18,2
63,106,43,18,27,18,2
61,106,23,20,21,34,2
62,101,20,27,19,37,2
61,106,22,21,21,34,2
63,101,22,23,19,39,2
61,107,23,19,21,34,2
62,108,23,18,22,34,2
74,108,25,21,22,39,2
70,108,22,20,24,38,2
74,108,32,24,21,43,2
69,104,23,19,20,39,2
61,107,31,13,32,19,2
61,102,23,13,34,20,2
62,105,24,15,31,23,2
61,106,27,9,37,20,2
67,102,26,11,27,21,2
61,104,26,13,33,19,2
61,106,26,10,37,20,2
64,102,25,11,30,21,2
61,102,23,13,34,19,2
64,108,25,12,33,21,2
61,106,29,13,32,19,2
63,107,24,16,30,24,2
62,104,23,14,32,22,2
62,104,23,12,34,20,2
61,102,23,12,35,20,2
63,102,24,12,31,20,2
61,103,25,13,34,19,2
63,106,24,16,31,23,2
61,104,24,11,36,20,2
65,110,25,12,33,21,2
63,107,24,16,30,24,2
63,97,33,14,103,21,2
72,98,48,15,71,20,2
56,94,37,15,80,18,2
57,90,16,30,125,19,2
45,76,18,20,142,19,2
55,83,33,15,111,20,2
51,78,16,21,141,16,2
58,98,39,15,70,18,2
55,87,16,28,128,19,2
59,99,40,15,67,18,2
61,95,15,33,119,19,2
42,73,22,15,138,19,2
77,114,42,14,74,22,2
56,89,16,29,126,19,2
48,82,28,15,114,19,2
54,80,15,22,139,16,2
64,102,38,8,31,11,2
63,105,39,9,32,14,2
65,103,37,8,29,11,2
62,102,37,8,30,14,2
63,105,40,8,27,17,2
66,103,37,8,28,11,2
63,102,37,8,30,12,2
65,103,37,8,29,11,2
66,104,37,8,27,11,2
65,102,39,7,31,11,2
60,103,37,9,28,18,2
60,103,35,9,28,19,2
59,103,36,9,28,19,2
60,101,36,9,30,22,2
60,101,36,9,30,21,2
65,108,24,23,27,39,2
70,108,22,20,24,38,2
67,108,23,21,25,39,2
61,108,24,18,22,34,2
63,102,29,15,25,40,2
81,109,62,15,42,31,2
78,107,56,19,51,40,2
77,105,73,13,47,31,2
79,107,69,16,45,33,2
80,107,68,16,45,34,2
81,109,61,15,42,31,2
81,111,58,13,41,28,2
77,105,75,12,48,31,2
81,111,58,13,41,28,2
81,112,54,13,40,29,2
75,103,51,10,44,20,2
74,101,54,14,56,19,2
75,101,55,15,50,21,2
74,101,53,13,53,18,2
74,101,53,13,54,19,2
74,101,54,14,56,19,2
74,102,51,12,50,18,2
75,103,51,10,42,21,2
75,103,52,12,50,18,2
77,105,53,12,48,20,2
69,102,51,16,47,18,2
74,101,52,12,52,18,2
73,102,51,13,50,18,2
72,102,51,14,49,18,2
75,101,55,15,50,21,2
75,102,51,11,50,18,2
83,107,54,11,51,23,2
79,105,57,13,55,27,2
83,107,54,11,51,23,2
83,107,54,11,51,23,2
80,107,56,12,52,26,2
62,105,36,11,29,22,2
62,105,35,11,28,21,2
63,104,38,11,28,22,2
62,103,35,12,28,21,2
62,103,35,12,28,20,2
66,102,37,19,18,24,2
67,102,34,16,18,26,2
66,102,37,21,18,25,2
62,103,37,17,14,22,2
64,102,35,27,19,27,2
57,102,30,18,17,29,2
60,104,29,17,14,32,2
56,102,28,16,18,29,2
58,102,30,18,20,26,2
59,102,31,13,19,27,2
57,102,26,14,22,28,2
63,105,28,16,14,32,2
56,102,30,18,15,30,2
58,102,30,18,20,26,2
62,105,28,16,14,32,2
61,108,24,19,23,35,2
63,106,27,16,14,33,2
61,107,24,17,20,33,2
63,103,24,18,19,38,2
61,107,24,17,20,33,2
62,101,24,26,17,41,2
63,104,28,17,14,36,2
63,101,29,18,21,42,2
62,103,28,20,15,39,2
62,102,28,20,15,41,2
64,101,24,19,18,41,2
62,101,28,21,15,43,2
62,103,32,21,16,48,2
63,106,37,19,16,51,2
64,101,24,19,18,41,2
62,101,28,19,19,42,2
63,101,29,16,22,41,2
63,105,28,17,14,35,2
63,105,28,16,14,34,2
63,103,28,19,14,38,2
62,101,28,21,17,43,2
62,101,25,24,16,42,2
62,102,31,21,16,47,2
62,101,23,27,17,40,2
62,101,27,23,16,44,2
63,101,29,17,21,41,2
58,103,27,13,21,27,2
59,103,25,14,23,27,2
60,107,24,17,22,33,2
59,103,25,14,23,26,2
57,102,26,14,22,28,2
60,107,24,17,22,32,2
58,103,26,13,22,27,2
56,102,29,17,17,30,2
60,106,24,17,22,32,2
58,103,27,13,21,27,2
62,102,29,22,16,46,2
64,103,31,19,18,46,2
64,104,34,17,20,46,2
63,106,38,19,16,51,2
66,109,38,17,19,48,2
72,115,38,14,25,40,2
67,110,38,17,20,47,2
68,111,38,16,21,45,2
69,108,35,22,19,47,2
64,103,30,19,18,45,2
63,105,28,15,14,32,2
62,106,26,16,16,33,2
58,103,30,18,14,31,2
62,105,28,16,14,32,2
64,104,27,16,15,34,2
68,101,27,10,27,22,2
65,103,26,12,26,23,2
69,101,32,9,27,24,2
68,102,27,11,27,22,2
68,101,28,10,27,22,2
68,103,27,11,29,22,2
63,101,27,9,25,19,2
64,101,27,9,25,19,2
65,102,30,11,27,21,2
63,104,25,14,25,24,2
68,101,31,11,23,28,2
70,105,28,11,33,25,2
68,101,31,12,21,29,2
69,101,31,9,27,24,2
70,102,31,9,29,25,2
69,101,33,9,28,24,2
69,103,34,9,29,26,2
70,105,28,11,33,25,2
70,103,30,10,30,25,2
69,101,31,9,27,24,2
68,106,36,9,31,27,2
66,102,34,11,28,22,2
70,101,32,9,28,25,2
70,102,31,10,30,25,2
69,101,30,9,27,23,2
68,101,31,12,21,28,2
70,108,24,22,27,38,2
67,108,24,21,26,36,2
66,104,27,18,26,39,2
68,106,26,20,27,38,2
72,108,23,21,24,38,2
63,102,30,15,20,28,2
67,102,33,15,19,27,2
64,105,28,15,14,32,2
62,102,31,13,20,28,2
66,102,30,13,20,29,2
69,101,32,10,24,27,2
67,102,36,17,18,25,2
65,104,28,15,15,32,2
66,102,31,13,20,29,2
69,101,32,9,27,25,2
66,103,29,14,17,31,2
67,102,30,13,19,30,2
68,101,31,12,21,29,2
67,102,31,13,20,29,2
61,102,31,13,20,27,2
66,102,30,13,20,29,2
67,102,31,13,19,29,2
69,101,32,9,26,25,2
68,101,31,11,22,28,2
68,101,31,12,20,29,2
67,102,31,13,20,29,2
72,105,30,11,38,34,2
71,106,29,12,36,35,2
71,105,28,12,35,28,2
72,105,28,12,38,33,2
73,105,28,12,39,35,2
71,103,59,10,59,17,2
75,101,51,13,64,19,2
74,103,57,10,60,17,2
73,103,57,10,60,17,2
77,103,53,11,63,17,2
76,102,54,12,60,18,2
73,103,57,10,60,17,2
77,106,54,10,62,18,2
75,101,51,14,64,19,2
78,104,54,10,62,17,2
67,102,46,6,33,16,2
66,104,46,7,37,15,2
68,101,50,8,40,17,2
68,102,49,8,39,16,2
65,108,45,9,35,19,2
68,102,44,6,31,16,2
68,102,46,6,29,16,2
68,102,45,6,32,16,2
68,102,46,6,32,16,2
66,102,45,7,34,16,2
70,106,49,5,32,15,2
68,102,48,6,33,15,2
