NAMA DESA;IKS;IKE;IKL;IDM;Status
TIMOBUT;0,5257;0,2167;0,6667;0,4697;0
TIMOBUT EGEWAK;0,4286;0,1833;0,6667;0,4262;0
WONELUPAGA;0,4971;0,2167;0,6667;0,460166667;0
AILPAILIN;0,5371;0,2833;0,6667;0,4957;1
JINDAK;0,6286;0,2167;0,6;0,481766667;0
MARILAUKIN;0,4686;0,3167;0,6667;0,484;0
MONGKOIHOL;0,6171;0,2833;0,6667;0,522366667;1
NAGALJAGAMA;0,6;0,2167;0,6667;0,494466667;1
NANGI;0,5886;0,35;0,6667;0,5351;1
PUNGKI;0,5029;0,2167;0,6;0,439866667;0
ULIPIA;0,4571;0,25;0,6667;0,457933333;0
WONALBE;0,5543;0,2833;0,6667;0,501433333;1
WUNGBET;0,5714;0,3167;0,6667;0,518266667;1
AGENGGEN;0,32;0,15;0,5333;0,334433333;0
JERUSALEM;0,2971;0,15;0,6667;0,371266667;0
LAMBERA;0,3314;0,1833;0,6667;0,3938;0
MANGGAME;0,32;0,15;0,6667;0,3789;0
MUGALOLO;0,32;0,1833;0,6667;0,39;0
PAMEBUT;0,3714;0,2833;0,5333;0,396;0
WILEWAK;0,32;0,1833;0,8667;0,456666667;0
WIYABUBU;0,2914;0,1833;0,6667;0,380466667;0
WOBULO;0,3086;0,15;0,6667;0,3751;0
YUGUMUAK;0,3314;0,1833;0,5333;0,349333333;0
DAGAI;0,3657;0,1833;0,5333;0,360766667;0
DAGAI DUA;0,3314;0,2167;0,5333;0,360466667;0
DEBITE;0,3429;0,1833;0,5333;0,353166667;0
DEIDE;0,36;0,1833;0,5333;0,358866667;0
FARRIDE;0,3429;0,1833;0,5333;0,353166667;0
GUERI;0,2914;0,2167;0,5333;0,347133333;0
MANDARA LANI;0,3429;0,1833;0,5333;0,353166667;0
MBOMBAN;0,3657;0,1833;0,5333;0,360766667;0
SOI;0,3429;0,1833;0,5333;0,353166667;0
YEIHINERI;0,3657;0,1833;0,5333;0,360766667;0
DOKOME;0,4114;0,2167;0,6667;0,4316;0
IMULINERI;0,3257;0,2167;0,6;0,3808;0
KIMIBUT;0,3143;0,2167;0,6;0,377;0
MOLOBAK;0,36;0,2167;0,6667;0,414466667;0
NOWOME;0,3257;0,2167;0,6;0,3808;0
NOWONERI;0,32;0,2167;0,6;0,3789;0
NUNGWAWI;0,3257;0,2167;0,6;0,3808;0
PURBALO;0,3543;0,2167;0,5333;0,3681;0
WURAGE;0,3829;0,2167;0,6667;0,4221;0
BAKUSI;0,302857143;0,15;0,6;0,350952381;0
BIRICARE;0,394285714;0,15;0,6;0,381428571;0
DOREY;0,371428571;0,15;0,666666667;0,396031746;0
EVO;0,325714286;0,15;0,6;0,358571429;0
FAWI;0,548571429;0,266666667;0,666666667;0,493968254;1
FII;0,36;0,15;0,6;0,37;0
KAHO;0,377142857;0,15;0,666666667;0,397936508;0
TURUMO;0,371428571;0,15;0,666666667;0,396031746;0
YEREI;0,371428571;0,15;0,666666667;0,396031746;0
APELOME;0,3429;0,2167;0,6;0,386533333;0
GINILUME;0,3429;0,2167;0,6;0,386533333;0
GUBUME;0,3486;0,2167;0,6;0,388433333;0
GUBUNERI;0,3486;0,2167;0,6;0,388433333;0
JINGGI;0,3371;0,2167;0,6;0,3846;0
KENENDAGA;0,3371;0,2167;0,6;0,3846;0
KUMIGI;0,3371;0,2167;0,6;0,3846;0
LIGUNI;0,3371;0,2167;0,6;0,3846;0
MELELA;0,3371;0,2167;0,6;0,3846;0
MENGGEGENIKIME;0,3314;0,2167;0,6;0,3827;0
MILINERI;0,3371;0,2167;0,6;0,3846;0
MONDU;0,3543;0,2167;0,6;0,390333333;0
NOBA NOBA;0,3429;0,2167;0,6;0,386533333;0
NOGI;0,3371;0,2167;0,6;0,3846;0
TIMORAMO;0,3314;0,2167;0,6;0,3827;0
TINGGIREGE;0,3314;0,2167;0,6;0,3827;0
WUNGGANI;0,3429;0,2167;0,6;0,386533333;0
GWENGGU;0,6;0,516666667;0,6;0,572222222;1
LULAME;0,617142857;0,566666667;0,533333333;0,572380952;1
NALIME;0,68;0,533333333;0,533333333;0,582222222;1
PILIA;0,685714286;0,516666667;0,533333333;0,578571429;1
TIRU;0,68;0,516666667;0,533333333;0,576666667;1
TUKWI;0,68;0,516666667;0,533333333;0,576666667;1
URGELE;0,674285714;0,583333333;0,533333333;0,596984127;1
YAGONIK;0,68;0,516666667;0,533333333;0,576666667;1
YANIRUK;0,657142857;0,516666667;0,533333333;0,569047619;1
YARMUKUM;0,668571429;0,55;0,533333333;0,583968254;1
YOGORINI;0,645714286;0,516666667;0,533333333;0,565238095;1
BERELEMA;0,542857143;0,283333333;0,666666667;0,497619048;1
ILAMBURAWI;0,542857143;0,283333333;0,666666667;0,497619048;1
JIGUNIKIME;0,542857143;0,283333333;0,666666667;0,497619048;1
KALOME;0,542857143;0,283333333;0,666666667;0,497619048;1
TEMU;0,542857143;0,283333333;0,666666667;0,497619048;1
ALUKME;0,514285714;0,383333333;0,6;0,499206349;1
BELANTARA;0,445714286;0,383333333;0,6;0,476349206;0
DOLINGGAME;0,445714286;0,383333333;0,6;0,476349206;0
GINIPAGO;0,405714286;0,266666667;0,6;0,424126984;0
GIRMOR;0,434285714;0,383333333;0,6;0,472539683;0
GUBULOME;0,554285714;0,383333333;0,6;0,512539683;1
KALENGGA;0,428571429;0,383333333;0,6;0,470634921;0
KANINONGGO;0,537142857;0,383333333;0,6;0,506825397;1
KIRIGIMADUK;0,428571429;0,383333333;0,6;0,470634921;0
KURIKPULOK;0,56;0,383333333;0,6;0,514444444;1
LAMBO;0,405714286;0,266666667;0,6;0,424126984;0
MAKA;0,434285714;0,383333333;0,6;0,472539683;0
MEGAWI MEGEWA;0,56;0,383333333;0,6;0,514444444;1
MOBIGI;0,428571429;0,383333333;0,6;0,470634921;0
PINDEBAGA;0,462857143;0,383333333;0,6;0,482063492;0
PUKIPAKI;0,537142857;0,383333333;0,6;0,506825397;1
PULAU TIMUR;0,445714286;0,383333333;0,6;0,476349206;0
PULOGENGGA;0,537142857;0,383333333;0,6;0,506825397;1
WURAK;0,445714286;0,383333333;0,6;0,476349206;0
ANGGUTARI;0,308571429;0,216666667;0,6;0,375079365;0
DONDO;0,314285714;0,216666667;0,6;0,376984127;0
JIGINIKIME;0,314285714;0,216666667;0,6;0,376984127;0
NIRUWI;0,308571429;0,216666667;0,6;0,375079365;0
PUNCAK SENYUM;0,314285714;0,216666667;0,533333333;0,354761905;0
TANOBA;0,314285714;0,216666667;0,6;0,376984127;0
WONDENGGOBAK;0,314285714;0,216666667;0,6;0,376984127;0
WUNAGELO;0,308571429;0,216666667;0,6;0,375079365;0
YALIKAMBI;0,308571429;0,216666667;0,6;0,375079365;0
AGAPE;0,537142857;0,383333333;0,6;0,506825397;1
BEREM;0,537142857;0,383333333;0,6;0,506825397;1
BINGGELAKME;0,537142857;0,383333333;0,6;0,506825397;1
CILOME;0,537142857;0,383333333;0,6;0,506825397;1
DIRALUK;0,537142857;0,383333333;0,6;0,506825397;1
JINGGWI;0,537142857;0,383333333;0,6;0,506825397;1
JIRAMOK;0,537142857;0,383333333;0,6;0,506825397;1
KALOME;0,537142857;0,383333333;0,6;0,506825397;1
KAYOGEBUR;0,537142857;0,383333333;0,6;0,506825397;1
LONGGAWI;0,537142857;0,383333333;0,6;0,506825397;1
PALUMAGI;0,537142857;0,383333333;0,6;0,506825397;1
PILIBUR;0,537142857;0,383333333;0,6;0,506825397;1
TORAGE;0,537142857;0,383333333;0,6;0,506825397;1
WUNDINI;0,537142857;0,383333333;0,6;0,506825397;1
WURABUME;0,537142857;0,383333333;0,6;0,506825397;1
YANENGGAWI;0,537142857;0,383333333;0,6;0,506825397;1
AMBO;0,3086;0,2167;0,6;0,3751;0
AMURINGGIK;0,3086;0,2167;0,5333;0,352866667;0
ATOLI;0,3086;0,2167;0,5333;0,352866667;0
KELANDU;0,3086;0,2167;0,6;0,3751;0
KIYAGE;0,3086;0,2167;0,6;0,3751;0
TENGGABANGGWI;0,3029;0,2167;0,6;0,3732;0
TUMBIWOLU;0,3086;0,2167;0,6;0,3751;0
WANGGIBA;0,3086;0,2167;0,6;0,3751;0
GILIBE;0,3086;0,1833;0,6;0,363966667;0
GILILOME;0,3143;0,1833;0,6;0,365866667;0
KILILUMO;0,3086;0,1833;0,6;0,363966667;0
LUMO;0,3486;0,2167;0,6;0,388433333;0
NINGGINERI;0,3143;0,1833;0,6;0,365866667;0
TIGIR;0,3086;0,1833;0,6;0,363966667;0
WULUMA;0,3086;0,1833;0,6;0,363966667;0
WURABAK;0,3086;0,1833;0,6;0,363966667;0
WURAMBURU;0,3314;0,2167;0,6;0,3827;0
ANGGOLAPAGA;0,377142857;0,266666667;0,6;0,414603175;0
BALINGGUP;0,348571429;0,25;0,666666667;0,421746032;0
BIAK;0,377142857;0,25;0,666666667;0,431269841;0
GUMBRU;0,434285714;0,25;0,6;0,428095238;0
MEWOLUK;0,474285714;0,266666667;0,533333333;0,424761905;0
NGGININIK;0,36;0,25;0,333333333;0,314444444;0
WALIBA;0,371428571;0,216666667;0,533333333;0,373809524;0
WUTIKME;0,394285714;0,216666667;0,533333333;0,381428571;0
BELABAGA;0,3371;0,25;0,6;0,3957;0
MALOINGGEN;0,3886;0,25;0,5333;0,390633333;0
MEWUT;0,2914;0,25;0,6;0,380466667;0
TIOLOME;0,3657;0,2167;0,5333;0,3719;0
WANUME;0,3143;0,25;0,6;0,3881;0
DOLIGOBAK;0,382857143;0,216666667;0,533333333;0,377619048;0
DOLOGOBAK;0,382857143;0,216666667;0,533333333;0,377619048;0
KARUBATE;0,542857143;0,216666667;0,533333333;0,430952381;0
KULIRIK;0,371428571;0,216666667;0,533333333;0,373809524;0
MUARA;0,36;0,216666667;0,533333333;0,37;0
TALILOME;0,382857143;0,216666667;0,533333333;0,377619048;0
YALINGGUA;0,542857143;0,216666667;0,533333333;0,430952381;0
YAMBIDUGUN;0,382857143;0,216666667;0,533333333;0,377619048;0
BIRAK AMBUT;0,462857143;0,283333333;0,533333333;0,426507937;0
MULIAGAMBUT;0,634285714;0,416666667;0,6;0,55031746;1
PEPERA;0,457142857;0,266666667;0,6;0,441269841;0
PRULEME;0,674285714;0,333333333;0,533333333;0,513650794;1
TOWOGI;0,422857143;0,266666667;0,533333333;0,407619048;0
TRIKORA;0,491428571;0,283333333;0,6;0,458253968;0
USIR;0,537142857;0,283333333;0,533333333;0,451269841;0
WUYUKWI;0,468571429;0,366666667;0,6;0,478412698;0
WUYUNERI;0,474285714;0,283333333;0,533333333;0,43031746;0
GIBAGA;0,342857143;0,25;0,333333333;0,308730159;0
JIGONIKME;0,325714286;0,25;0,333333333;0,303015873;0
MURUWI;0,325714286;0,25;0,333333333;0,303015873;0
NIOGA;0,325714286;0,25;0,333333333;0,303015873;0
PAPAK;0,325714286;0,25;0,333333333;0,303015873;0
WALOM;0,325714286;0,25;0,333333333;0,303015873;0
WAMBAGALO;0,325714286;0,25;0,333333333;0,303015873;0
WANDURI;0,325714286;0,25;0,333333333;0,303015873;0
WONGGI;0,325714286;0,25;0,333333333;0,303015873;0
WUTIME;0,325714286;0,25;0,333333333;0,303015873;0
YONGGI;0,325714286;0,25;0,333333333;0,303015873;0
AKWIBAGA;0,537142857;0,383333333;0,6;0,506825397;1
ANEBALUI;0,537142857;0,383333333;0,6;0,506825397;1
KERING;0,537142857;0,383333333;0,6;0,506825397;1
MEPAR;0,537142857;0,383333333;0,6;0,506825397;1
MEYONGGA;0,537142857;0,383333333;0,6;0,506825397;1
NUME;0,537142857;0,383333333;0,6;0,506825397;1
ONENDU;0,537142857;0,383333333;0,6;0,506825397;1
OUM;0,537142857;0,383333333;0,6;0,506825397;1
PAGOLOME;0,537142857;0,383333333;0,6;0,506825397;1
TOMBOK;0,537142857;0,383333333;0,6;0,506825397;1
WORALUK;0,537142857;0,383333333;0,6;0,506825397;1
WURINA;0,537142857;0,383333333;0,6;0,506825397;1
YAWOR;0,537142857;0,383333333;0,6;0,506825397;1
ABILI;0,325714286;0,216666667;0,533333333;0,358571429;0
ANDUGIR;0,3257;0,2167;0,5333;0,358566667;0
GINIMANGGEN;0,331428571;0,216666667;0,533333333;0,36047619;0
GUNA;0,3371;0,2167;0,5333;0,362366667;0
LAWOREGE;0,3257;0,2167;0,5333;0,358566667;0
LUGUBAGO;0,325714286;0,216666667;0,533333333;0,358571429;0
MANDURA;0,3371;0,2167;0,5333;0,362366667;0
MUARA MIGUNI;0,3257;0,2167;0,5333;0,358566667;0
PEREYA;0,3257;0,2167;0,5333;0,358566667;0
WUMBIRI;0,3314;0,2167;0,5333;0,360466667;0
BERIME;0,348571429;0,25;0,6;0,39952381;0
BIGIRAGE;0,382857143;0,183333333;0,6;0,388730159;0
DEGI;0,348571429;0,25;0,6;0,39952381;0
GIGUME;0,382857143;0,183333333;0,6;0,388730159;0
GIMANGGEN;0,302857143;0,183333333;0,6;0,362063492;0
GOBAK;0,348571429;0,25;0,6;0,39952381;0
GUBUPUR;0,302857143;0,183333333;0,6;0,362063492;0
INIKIMALUK;0,297142857;0,266666667;0,6;0,387936508;0
JUGUMBELAWI;0,348571429;0,25;0,6;0,39952381;0
LUMBUK;0,302857143;0,2;0,6;0,367619048;0
MELEKOM;0,428571429;0,25;0,6;0,426190476;0
MONIA;0,428571429;0,25;0,6;0,426190476;0
PAPUA;0,302857143;0,183333333;0,6;0,362063492;0
PARALO;0,428571429;0,25;0,6;0,426190476;0
TINGGINAMBUT;0,394285714;0,2;0,533333333;0,375873016;0
TINGGINERI;0,394285714;0,2;0,533333333;0,375873016;0
TINGGINIME;0,411428571;0,216666667;0,6;0,409365079;0
TOMBO;0,394285714;0,2;0,533333333;0,375873016;0
URAGI;0,394285714;0,2;0,533333333;0,375873016;0
WOMELAGANDAN;0,274285714;0,15;0,533333333;0,319206349;0
YAMENGGA;0,394285714;0,2;0,533333333;0,375873016;0
YONGGUN;0,325714286;0,2;0,333333333;0,286349206;0
AMBOK;0,3086;0,2167;0,5333;0,352866667;0
ASUA;0,3086;0,2167;0,5333;0,352866667;0
AWIYAM;0,3086;0,2167;0,5333;0,352866667;0
DEGEI;0,3086;0,2167;0,5333;0,352866667;0
DIGI;0,3086;0,2167;0,5333;0,352866667;0
GUBUGANI;0,3657;0,2167;0,5333;0,3719;0
GUNUNG TAYOK;0,3086;0,2167;0,5333;0,352866667;0
KIKUP;0,3086;0,2167;0,5333;0,352866667;0
NALU;0,3086;0,2167;0,5333;0,352866667;0
NAMBU;0,3086;0,2167;0,5333;0,352866667;0
SIGOU;0,3086;0,2167;0,5333;0,352866667;0
TUBUGIME;0,3086;0,2167;0,5333;0,352866667;0
WARIRU;0,3086;0,2167;0,5333;0,352866667;0
AGOPAGA;0,3257;0,1833;0,6;0,369666667;0
AMBIT-MBIT;0,3257;0,1833;0,6;0,369666667;0
ANDIRON;0,3257;0,1833;0,6667;0,3919;0
ANGGUTARE;0,3257;0,1833;0,6;0,369666667;0
AULAKME;0,3143;0,1833;0,6;0,365866667;0
GINILOME;0,3257;0,1833;0,6;0,369666667;0
JIMBINGGAME;0,3257;0,1833;0,6667;0,3919;0
JIOGOBAK;0,32;0,1833;0,6;0,367766667;0
LERAWERA;0,32;0,1833;0,6667;0,39;0
MONDOGONERI;0,3257;0,1833;0,6;0,369666667;0
NAKONGWE;0,32;0,1833;0,6;0,367766667;0
ORILUK;0,3257;0,1833;0,6667;0,3919;0
PAGARGOM;0,3257;0,1833;0,6667;0,3919;0
TENOLOK;0,3314;0,1833;0,6667;0,3938;0
TENOMANGGEN;0,3257;0,1833;0,6;0,369666667;0
TIRIGOI;0,3257;0,1833;0,6;0,369666667;0
TOWOLUK;0,3257;0,1833;0,6667;0,3919;0
WURUNIKME;0,3257;0,1833;0,6;0,369666667;0
YALIBATE;0,3257;0,1833;0,6;0,369666667;0
ANGGAGALO;0,3371;0,2167;0,5333;0,362366667;0
ANGGALO;0,3486;0,2167;0,5333;0,3662;0
ANGGEGE;0,32;0,2167;0,5333;0,356666667;0
BIME;0,32;0,2167;0,5333;0,356666667;0
BUNALUK;0,32;0,2167;0,5333;0,356666667;0
GEREJA LAMA;0,3657;0,2167;0,5333;0,3719;0
GIBUME;0,3371;0,2167;0,5333;0,362366667;0
KIBURU;0,3486;0,2167;0,5333;0,3662;0
NABURAGE;0,3429;0,2167;0,5333;0,3643;0
NENEGAME;0,3429;0,2167;0,5333;0,3643;0
NUWI;0,3371;0,2167;0,5333;0,362366667;0
PERNALUK;0,3429;0,2167;0,5333;0,3643;0
PIYABIGIMBUT;0,3371;0,2167;0,5333;0,362366667;0
PONGGONAME;0,3314;0,2167;0,5333;0,360466667;0
WIYAGE;0,3486;0,2167;0,5333;0,3662;0
WONWI;0,3771;0,2167;0,3333;0,309033333;0
YUNGGWI;0,3371;0,2167;0,5333;0,362366667;0
DANGENPAGA;0,371428571;0,216666667;0,6;0,396031746;0
GINIGOM;0,377142857;0,216666667;0,6;0,397936508;0
MONDU;0,3829;0,2167;0,6;0,399866667;0
MOULO;0,3771;0,2167;0,6;0,397933333;0
TENOLOK;0,3714;0,2167;0,6;0,396033333;0
TIRINERI;0,371428571;0,216666667;0,6;0,396031746;0
WONOME;0,3714;0,2167;0,6;0,396033333;0
YAMBI;0,3829;0,2167;0,6;0,399866667;0
YOBOLUK;0,3829;0,2167;0,6;0,399866667;0
BINIME;0,474285714;0,183333333;0,533333333;0,396984127;0
GIBAGA;0,451428571;0,183333333;0,533333333;0,389365079;0
GOYAGE;0,451428571;0,183333333;0,533333333;0,389365079;0
KABILIMBUT;0,451428571;0,183333333;0,533333333;0,389365079;0
KWATINERI;0,451428571;0,183333333;0,533333333;0,389365079;0
LINWAKWI;0,474285714;0,183333333;0,533333333;0,396984127;0
MUARA;0,474285714;0,183333333;0,6;0,419206349;0
NAMI;0,451428571;0,183333333;0,533333333;0,389365079;0
TIOGEME;0,457142857;0,183333333;0,533333333;0,391269841;0
WOLAME;0,457142857;0,183333333;0,533333333;0,391269841;0
WUNDU;0,451428571;0,183333333;0,533333333;0,389365079;0
YAMBUNI;0,537142857;0,183333333;0,6;0,44015873;0
YILEYALE;0,451428571;0,183333333;0,533333333;0,389365079;0
YOGOLAWI;0,457142857;0,183333333;0,666666667;0,435714286;0
AMBERIAMBUT;0,4;0,3667;0,6667;0,4778;0
BUNUME;0,354285714;0,316666667;0,666666667;0,445873016;0
DIGOLOME;0,354285714;0,316666667;0,666666667;0,445873016;0
GUMAWI;0,4114;0,25;0,6667;0,4427;0
JEMBENERI;0,3486;0,3167;0,6667;0,444;0
JIBONOK;0,3829;0,25;0,6;0,410966667;0
JIGELO;0,2857;0,35;0,6667;0,434133333;0
JIGULUK;0,3143;0,2167;0,5333;0,354766667;0
JIMBANIME;0,3143;0,2167;0,5333;0,354766667;0
KOBARAK;0,3829;0,25;0,6667;0,4332;0
MOULO;0,3543;0,3167;0,6667;0,4459;0
NGGINIGUM;0,4057;0,25;0,6667;0,4408;0
PIYAPIGI;0,3543;0,25;0,6667;0,423666667;0
WUGIWAGI;0,4343;0,35;0,6667;0,483666667;0
YAGALUK;0,4229;0,3167;0,6667;0,468766667;0
YAMONERI;0,3829;0,25;0,6667;0,4332;0
ARURI;0,6743;0,2167;0,6667;0,5192;1
IMBIRSBARI;0,4743;0,2;0,6667;0,447;0
INEKI;0,4286;0,25;0,6667;0,4484;0
INSUMBREI;0,5771;0,15;0,6;0,4424;0
MBRURWANDI;0,5371;0,3167;0,6;0,4846;0
RAYORI;0,6457;0,25;0,5333;0,4763;0
WONGKEINA;0,4286;0,2833;0,6667;0,4595;0
YAMNAISU;0,6171;0,3667;0,6667;0,5502;1
AMYAS;0,76;0,3333;0,6667;0,5867;1
KOIRYAKAM;0,6229;0,3;0,6667;0,5298;1
MAPIA;0,6229;0,2333;0,6667;0,5076;1
MASYAI;0,5886;0,2333;0,6667;0,4962;1
NAPISNDI;0,6343;0,2;0,6667;0,5003;1
WARYEI;0,68;0,4333;0,6667;0,5933;1
WAYORI;0,6171;0,3167;0,6667;0,5335;1
AWAKI;0,5714;0,4167;0,6667;0,5516;1
DIDIABOLO;0,6229;0,3167;0,6667;0,5354;1
MARYAIDORI;0,6457;0,4833;0,6667;0,5986;1
ODORI;0,6229;0,5;0,6667;0,5965;1
WARBEFONDI;0,6;0,4167;0,6667;0,5611;1
WOMBONDA;0,4914;0,3833;0,6667;0,5138;1
YAWERMA;0,6114;0,45;0,6667;0,576;1
WARSA;0,7029;0,4167;0,6667;0,5954;1
KUBUR;0,666666667;0,151898734;0,231196581;0,349920661;0
LENGGUP;0,666666667;0,151898734;0,231196581;0,349920661;0
LIWESE;0,666666667;0,151898734;0,215811966;0,344792456;0
ONGGOKME;0,666666667;0,151898734;0,231196581;0,349920661;0
TABO WANIMBO;0,666666667;0,151898734;0,221764347;0,346776583;0
TINGER;0,666666667;0,151898734;0,231196581;0,349920661;0
WENDURI;0,666666667;0,151898734;0,237148962;0,351904788;0
WEU;0,666666667;0,151898734;0,231196581;0,349920661;0
ANAWI;0,666666667;0,341772152;0,361416361;0,456618393;0
ARIDUNDA;0,666666667;0,151898734;0,20042735;0,33966425;0
BIELEME;0,666666667;0,151898734;0,23962149;0,352728963;0
GINERI;0,666666667;0,151898734;0,215811966;0,344792456;0
IMURIK;0,666666667;0,151898734;0,20042735;0,33966425;0
KOTORI;0,666666667;0,35443038;0,360050366;0,460382471;0
LINGGIRA;0,666666667;0,151898734;0,242094017;0,353553139;0
LOGUK;0,666666667;0,151898734;0,20042735;0,33966425;0
YALIPURA;0,666666667;0,151898734;0,245573871;0,35471309;0
YALOKOBAK;0,666666667;0,151898734;0,319017094;0,379194165;0
AGIN;0,666666667;0,151898734;0,260958486;0,359841296;0
KOGAGI;0,666666667;0,151898734;0,245573871;0,35471309;0
KOLANGGUN;0,666666667;0,17721519;0,273748474;0,372543443;0
POSMAN;0,666666667;0,227848101;0,260958486;0,385157751;0
TIYONGGI;0,666666667;0,151898734;0,245573871;0,35471309;0
WAMIGI;0,666666667;0,151898734;0,245573871;0,35471309;0
WENGGUN;0,666666667;0,151898734;0,304410867;0,374325423;0
WULUK;0,666666667;0,151898734;0,261843712;0,360136371;0
YEBENA;0,666666667;0,151898734;0,245573871;0,35471309;0
YELLY;0,666666667;0,164556962;0,23962149;0,356948373;0
ABENA;0,666666667;0,126582278;0,209859585;0,33436951;0
ARELAM;0,666666667;0,126582278;0,209859585;0,33436951;0
BILUBAGA;0,666666667;0,126582278;0,232081807;0,341776917;0
BITILLABUR;0,666666667;0,126582278;0,209859585;0,33436951;0
DUMA;0,666666667;0,126582278;0,209859585;0,33436951;0
GABUNGGOBAK;0,666666667;0,126582278;0,209859585;0,33436951;0
GELALO;0,666666667;0,126582278;0,209859585;0,33436951;0
NOGOBUMBU;0,666666667;0,126582278;0,209859585;0,33436951;0
WANGGULAM;0,666666667;0,126582278;0,209859585;0,33436951;0
WANIA;0,666666667;0,126582278;0,209859585;0,33436951;0
WINDIK;0,666666667;0,126582278;0,209859585;0,33436951;0
WULURIK;0,666666667;0,126582278;0,209859585;0,33436951;0
YIBALO;0,666666667;0,126582278;0,194474969;0,329241305;0
YINAMA;0,666666667;0,126582278;0,209859585;0,33436951;0
BIUK;0,666666667;0,164556962;0,227716728;0,352980119;0
GALUBUP;0,666666667;0,151898734;0,263431013;0,360665471;0
GUBURINI;0,666666667;0,151898734;0,23998779;0,352851064;0
MBINIME/JINULIRA;0,666666667;0,151898734;0,274114774;0,364226725;0
PURUGI;0,666666667;0,151898734;0,23962149;0,352728963;0
TOMAGI/GUBAGI;0,666666667;0,151898734;0,210225885;0,342930429;0
TOMAGIPURA;0,666666667;0,151898734;0,263431013;0,360665471;0
WONABU;0,666666667;0,151898734;0,248046398;0,355537266;0
YILUK/KONDENGGUN;0,666666667;0,151898734;0,248046398;0,355537266;0
YIYOGOBAK/KIBUR;0,666666667;0,278481013;0,233669109;0,392938929;0
YUGU MABUR;0,666666667;0,278481013;0,285653236;0,410266972;0
ALIDUDA;0,666666667;0,151898734;0,23962149;0,352728963;0
ANDOMAK;0,666666667;0,151898734;0,260958486;0,359841296;0
BOGONUK;0,666666667;0,151898734;0,347855617;0,388807006;0
EWAN;0,666666667;0,151898734;0,266910867;0,361825423;0
LAURA;0,666666667;0,151898734;0,23962149;0,352728963;0
PABA;0,666666667;0,151898734;0,261843712;0,360136371;0
TALINAMBER;0,666666667;0,151898734;0,311256105;0,376607169;0
WALELO;0,666666667;0,151898734;0,255006105;0,357857169;0
WISMAN;0,666666667;0,151898734;0,23962149;0,352728963;0
WUMELAK;0,666666667;0,151898734;0,251526252;0,356697217;0
APIAM;0,666666667;0,189873418;0,237148962;0,364563016;0
DUNDUMA;0,666666667;0,151898734;0,237148962;0,351904788;0
GALALA;0,666666667;0,151898734;0,259371184;0,359312195;0
JAWALANE;0,666666667;0,151898734;0,237148962;0,351904788;0
KOLOGUME;0,666666667;0,151898734;0,255006105;0,357857169;0
LAMBOGO;0,666666667;0,151898734;0,231196581;0,349920661;0
MAIRINI;0,666666667;0,151898734;0,303815629;0,37412701;0
MINGGANGGO;0,666666667;0,151898734;0,237148962;0,351904788;0
TENGGAGAMA;0,666666667;0,151898734;0,237148962;0,351904788;0
UMAGA;0,666666667;0,265822785;0,259371184;0,397286879;0
ABIMBAK;0,666666667;0,151898734;0,253418803;0,357328068;0
BOKONERI;0,666666667;0,151898734;0,253418803;0,357328068;0
BOLLY;0,666666667;0,151898734;0,231196581;0,349920661;0
DONGGEM;0,666666667;0,151898734;0,221764347;0,346776583;0
DURIMA;0,6;0,151898734;0,262851038;0,338249924;0
KANERE;0,666666667;0,151898734;0,231196581;0,349920661;0
KANEWUNUK;0,666666667;0,151898734;0,231196581;0,349920661;0
KUREWUNUK;0,666666667;0,151898734;0,215811966;0,344792456;0
LEREWERE;0,666666667;0,151898734;0,231196581;0,349920661;0
MUNAGAME;0,666666667;0,151898734;0,237148962;0,351904788;0
NANGGURILIME;0,666666667;0,151898734;0,231196581;0,349920661;0
NUNGGALO;0,666666667;0,151898734;0,231196581;0,349920661;0
OMUK;0,666666667;0,265822785;0,215811966;0,382767139;0
TANABUME;0,666666667;0,265822785;0,260958486;0,397815979;0
WARINGGA;0,666666667;0,151898734;0,231196581;0,349920661;0
WERI;0,666666667;0,151898734;0,231196581;0,349920661;0
WONAGA;0,666666667;0,151898734;0,231196581;0,349920661;0
AMBENA;0,666666667;0,126582278;0,209859585;0,33436951;0
BUMBU;0,666666667;0,126582278;0,209859585;0,33436951;0
DELEGARI;0,666666667;0,126582278;0,194474969;0,329241305;0
GUNOMBO;0,666666667;0,126582278;0,209859585;0,33436951;0
MAWI;0,666666667;0,126582278;0,209859585;0,33436951;0
MILIPAA;0,666666667;0,126582278;0,209859585;0,33436951;0
NIAGALE;0,666666667;0,126582278;0,209859585;0,33436951;0
RIPA;0,666666667;0,126582278;0,209859585;0,33436951;0
TARAWI;0,666666667;0,17721519;0,194474969;0,346118942;0
WANIA;0,666666667;0,126582278;0,194474969;0,329241305;0
BIRE;0,666666667;0,126582278;0,314835165;0,36936137;0
DAGARI;0,666666667;0,126582278;0,23962149;0,344290145;0
DOW/BIJERE;0,666666667;0,126582278;0,23962149;0,344290145;0
ITOLI;0,666666667;0,126582278;0,194474969;0,329241305;0
PAKARE;0,666666667;0,126582278;0,233669109;0,342306018;0
PRAWA;0,666666667;0,126582278;0,23962149;0,344290145;0
SIGOU;0,666666667;0,113924051;0,248748474;0,343113064;0
TAKRI;0,666666667;0,126582278;0,227716728;0,340321891;0
TIGU;0,666666667;0,126582278;0,23962149;0,344290145;0
VOKUYO;0,666666667;0,126582278;0,209859585;0,33436951;0
